A,B,C
77,82,6314
68,11,748
27,11,297
75,76,5700
89,81,7209
15,75,1125
2,489,978
93,55,5115
38,28,1064
4,202,808
42,44,1848
32,43,1376
86,4,344
24,54,1296
22,50,1100
65,59,3835
69,96,6624
17,351,5967
66,26,1716
21,62,1302
51,86,4386
20,6,120
33,100,3300
55,95,5225
50,64,3200
4,165,660
92,88,8096
6,13,78
40,11,440
14,494,6916
89,54,4806
14,4,56
55,-89,-4895
37,46,1702
77,87,6699
68,32,2176
97,76,7372
81,36,2916
87,34,2958
38,53,2014
68,43,2924
82,15,1230
76,92,6992
55,23,1265
41,10,410
949,2,1898
29,71,2059
18,41,738
16516,1,16516
88,19,1672
58,65,3770
38,95,3610
35,1,35
22,2,44
69,89,6141
13,90,1170
79,36,2844
9,232,2088
51,71,3621
61,55,3355
79,50,3950
75,62,4650
76,96,7296
82,92,7544
75,41,3075
60,94,5640
51,93,4743
13,58,754
22,11,242
-516,25,-12900
17,19,323
21,41,861
70,98,6860
76,52,3952
154,798,122892
34,30,1020
31,87,2697
61,77,4697
98,98,9604
61,12,732
40,76,3040
39,69,2691
82,1,82
58,86,4988
6666,115,766590
97,69,6693
8949,51,456399
60,67,4020
89,14,1246
85,11,935
41,91,3731
6,85,510
14,27,378
67,75,5025
561,29,16269
59,72,4248
51,48,2448
102,4894,499188
6,71,426
99,9,891
252,1401,353052
60,1,60
4984,0,0
47,20,940
5,12,60
10,73,730
67,88,5896
489,29,14181
1,32,32
64,98,6272
93,10,930
-59,-949649,56029291
1,89,89
7,87,609
77,83,6391
96,70,6720
21,67,1407
48,7,336
26,63,1638
96,32,3072
50,92,4600
8165,4,32660
20,64,1280
86,40,3440
2,50,100
50,84,4200
75,59,4425
64,78,4992
96,21,2016
88,4,352
18,68,1224
13,99,1287
89,24,2136
4,64964,259856
90,100,9000
88,66,5808
46,64,2944
32,16,512
30,48,1440
76,25,1900
21,97,2037
585,564,329940
66,69,4554
88,76,6688
44,78,3432
37,71,2627
69,50,3450
61,65,3965
52,79,4108
65,15,975
71,84,5964
41,34,1394
14,29,406
14,27,378
24,27,648
27,16,432
34,86,2924
32,53,1696
45,54,2430
60,69,4140
2,8,16
35,29,1015
35,97,3395
43,10,430
90,14,1260
63,59,3717
44,32,1408
90,66,5940
88,49,4312
15,21,315
-5616,24,-134784
42,425,17850
54,26,1404
15,44,660
61,86,5246
48,25,1200
61,59,3599
39,39,1521
21,37,777
76,83,6308
12,52,624
6874,8494,58387756
32,21,672
24,18,432
61,94,5734
64,67,4288
651,9498,6183198
75,32,2400
9,12,108
14,24,336
88,51,4488
1516,25,37900
2,25,50
81,28,2268
651,7498,4881198
500,500,250000
84,89,7476
67,30,2010
68,6,408
5,27,135
75,3,225
73,63,4599
30,75,2250
100,61,6100
30,11,330
1,37,37
1,51,51
64,58,3712
30,58,1740
39,88,3432
51515,14,721210
75,11,825
36,15,540
40,74,2960
85,28,2380
32,35,1120
64,31,1984
87,60,5220
28,56,1568
26,83,2158
71,44,3124
77,90,6930
5515,1165,6424975
8,948,7584
26,-5616,-146016
4,25,100
33,89,2937
92,2,184
40,21,840
97,43,4171
25,2,50
71,97,6887
13,15,195
89,40,3560
-195616,789,-154341024
51,78,3978
71,91,6461
1,75,75
7,73,511
52,80,4160
95,35,3325
24,27,648
15,58,870
25,4,100a
90,88,7920
651,18,11718
498,42,20916
16,7,112
74,91,6734
949,2,1898
98,70,6860
34,36,1224
5615,896,5031040
60,90,5400
38,54,2052
72,98,7056
5,50,250
48,63,3024
12,81,972
49,4,196
6,73,438
16,91,1456
64,20,1280
89,24,2136
69,48,3312
65,92,5980
75,33,2475
99,17,1683
25,90,2250
64,24,1536
35,22,770
16,62,992
500,4894,2447000
97,82,7954
5,2,8d
36,34,1224
4,12,48
65,38,2470
92,94,8648
55,54,2970
4964,465,2308260
97,59,5723
71,28,1988
12,11,132
39,64,2496
60,53,3180
18,12,216
30,37,1110
31,95,2945
59,5,295
100,69,6900
222,2,444
54,62,3348
16,3,48
189,848,160272
40,16,640
71,40,2840
6,24,144
49,38,1862
5,-12,-60
74,86,6364
17,49,833
21,465,9765
17,1212,20604
92,30,2760
3,86,258
58,100,5800
5,97,485
81,38,3078
1,42,42
94,121,11374
72,85,6120
41,38,1558
10,68,680
48,26,1248
18,63,1134
42,53,2226
53443,-3,-160329
15,56,840
55,60,3300
-21,5,-105
18,98,1764
15,3,45
5,849,4245
72,5,360
98,894,87612
54,1,54
62,58,3596
3,48,144
68,64,4352
8,70,560
23,42,966
58,66,3828
75,-1,-75
65,90,5850
74,21,1554
1,3,3
38,76,2888
25,498,12450
-12,#,#VALUE!
8,1,8
30,41,1230
54,67,3618
91,48,4368
96,84,8064
55,78,4290
82,44,3608
15,4,60
15,21,315
73,20,1460
5,21651,108255
8,56,448
39,73,2847
73,92,6716
1,33,33
18,20,360
47,92,4324
36,91,3276
1641,12,19692
79,99,7821
33,27,891
12,-2561,-30732
49,91,4459
30,6,180
60,86,5160
90,72,6480
14,24,336
57,42,2394
98,54,5292
465,21,9765
80,87,6960
94,4,376
75,99,7425
67,27,1809
7,21,147
9,5,45
6165,546,3366090
4,55,220
85,45,3825
949,465,441285
58,79,4582
23,79,1817
31,13,403
67,18,1206
53,16,848
84,7,588
71,64,4544
54,24,1296
11,26,286
79,19,1501
7,47,329
55,45,2475
862,16,13792
99,83,8217
100,81,8100
5,2,10
36,3,108
88,20,1760
100,35,3500
97,98,9506
87,22,1914
56,71,3976
23,798,18354
8948,89,796372
74,4,296
1,83,83
4894,0,0
46,84,3864
14,3,42
14,32,448
26,14,364
58,43,2494
30,18,540
489,21,10269
33,1,33
5,92,460
23,22,506
57,41,2337
56,70,3920
3,39,117
6,35,210
27,35,945
88,37,3256
35,32,1120
21,38,798
89,56,4984
5,69,345
97,85,8245
35,94,3290
100,98,9800
69,60,4140
49849,14,697886
59,43,2537
24,8,192
70,6,420
1,4,4
5,57,285
5602,25,140050
43,83,3569
25,85,2125
165,949,156585
11,38,418
34,5,170
10,75,750
-94,-949649,89267006
-484,651,-315084
7,37,259
26,17,442
798,2,1596
1,14,14
24,23,552
96,12,1152
15,3,45
73,55,4015
489,56,27384
60,37,2220
3,1,3
3,1,3
34,99,3366
92,50,4600
56,66,3696
3,15,45
66,4,264
76,57,4332
81,45,3645
47,72,3384
97,45,4365
60,57,3420
51,79,4029
90,90,8100
76,58,4408
498,64,31872
20,2,40
23,5,115
59,13,767
17,70,1190
54,35,1890
685,17,11645
17,58,986
43,96,4128
798,798,636804
33,12,396
15,28,420
51,72,3672
48,5,240
60,36,2160
50,32,1600
60,68,4080
21,59459,1248639
44,50,2200
29,2,58
91,39,3549
40,18,720
656151,24,15747624
20,43,860
72,35,2520
63,96,6048
79,652,51508
3,1,3c
3,8754,26262
63,98,6174
23,11,253
76,65,4940
24,4,96
98,2,196
15,2,30
85,44,3740
4894,165,807510
-5641,51,-287691
68,41,2788
95,5,475
23,2,46
71,36,2556
2,14,28
66,98,6468
71,63,4473
57,39,2223
48965,9494,464873710
72,80,5760
9,57,513
92,20,1840
6,100,600
90,85,7650
48,25,1200
90,59,5310
21,9,189
21,465,9765
59,76,4484
16,1,16
86,80,6880
17,54,918
46848,9494,444774912
6,97,582
12,45,540
68,67,4556
24,321,7704
14,27,378
38,83,3154
48,694987,33359376
54,-1,-54
1,98,98
787,52,40924
42,73,3066
12,70,840
64,36,2304
24,5646,135504
93,45,4185
8,89,712
31,42,1302
83,45,3735
498,24,11952
92,97,8924
84825,1,84825
61,20,1220
13,14,182
64,75,4800
82,62,5084
21,92,1932
20,27,540
9,95,855
59,46,2714
12,21,252
68,62,4216
51,87,4437
60,64,3840
22,54,1188
9,31,279
23,29,667
10,92,920
213,84848,18072624
42,50,2100
61,34,2074
561,29,16269
65,69,4485
67,11,737
65,6,390
91,93,8463
19,75,1425
97,48,4656
61,38,2318
78,33,2574
44,49,2156
65,5464,355160
18,21,378
500,97494,48747000
16,24,384
16,34,544
89,69,6141
83,11,913
71,81,5751
10,652,6520
42,46,1932
18,35,630
48,65,3120
51,53,2703
92,92,8464
72,60,4320
59,100,5900
78,88,6864
4,4894,19576
46,16,736
70,65,4550
67,47,3149
14,15,210
83,21,1743
12,61,732
498,98,48804
41,73,2993
52,4,208
9,651,5859
8,4,32
33,61,2013
77,4,308
79,51,4029
20,2315,46300
#,4154,#VALUE!
654,12,7848
42,33,1386
-151,10,-1510
5,23,115
60,35,2100
23,88,2024
47,86,4042
26,49,1274
48,37,1776
8,8948,71584
51,61,3111
44,45,1980
66,14,924
498,-12,-5976
17,64,1088
85,54,4590
72,59,4248
89,89,7921
100,43,4300
73,85,6205
61,14,854
44,70,3080
50,15,750
14,53,742
1,51,20b
86,48,4128
58,55,3190
55,82,4510
47,91,4277
13,47,611
48654968,1,48654968
34,26,884
25,531,13275
89,55,4895
9,2,18
26,65,1690
7,19,133
77,75,5775
13,94,1222
3,89,267
51,49,2499
84,71,5964
40,28,1120
13,20,260
75,75,5625
64,13,832
6874,561,3856314
4,70,280
6,24,144
53,95,5035
949,1561,1481389
59,64,3776
99,75,7425
7,69,483
87,49,4263
69,55,3795
13,5,65
76,12,912
3587,55,197285
1,100,100
58,89,5162
54,61,3294
62,82,5084
99,91,9009
79,20,1580
45,23,1035
949,20,18980
89,43,3827
35,99,3465
46,53,2438
51,89,4539
40,85,3400
12,37,444
984,1,984
1,18,18
49,39,1911
21,8654,181734
40,97,3880
1,82,82
63,33,2079
46,52,2392
23,51,1173
9849,184,1812216
99,72,7128
51515,14,721210
14,56,784
#,4154,#VALUE!
60,85,5100
165,72,11880
20,44,880
2,53,106
36,96,3456
516,515,12360a
59,77,4543
6516,7,45612
97,60,5820
80,81,6480
11,91,1001
46,45,2070
57,79,4503
13,89,1157
15,,0
99,19,1881
40,83,3320
28,72,2016
55,51,2805
17,65,1105
87,16,1392
85,10,850
51,97,4947
50,3,150
98,16,1568
9,52,468
95,16,1520
35,68,2380
22,78,1716
98,94,9212
40,78,3120
1651,5,8255
25,63,1575
230,61,14030
98,69,6762
87,98,8526
97,32,3104
48,25,1200
53,66,3498
4594,,0
95,8,760
49,41,2009
5,99,495
16,24,384
85,58,4930
41,14,574
39,19,741
10,49,490
82,66,5412
67,87,5829
4,489,1956
36,26,936
39,68,2652
11,56,616
5,8,40
66,9,594
53,22,1166
11,62,682
91,100,9100
86,93,7998
31,44,1364
4894,949,4644406
60,89,5340
29,1,29
14,4154,58156
27,19,513
20,95,1900
42,797,33474
-17,561,-9537
1651,14,23114
45,76,3420
516515,1,516515
-9785854,-9,88072686
30,81,2430
46,33,1518
40,60,2400
1320,798,1053360
59,1,59
46,74,3404
69,36,2484
88,92,8096
44,38,1672
31,71,2201
18,12,216
9849,24,236376
37,25,925
11,9,99
21,9549,200529
93,25,2325
80,5,400
53,37,1961
62,87,5394
92,99,9108
97,18,1746
72,9,648
89,48,4272
8,9,72
52,99,5148
10,83,830
87,29,2523
85,14,1190
17,47,799
874,789,689586
6945,15,104175
28,100,2800
29,2,58
88,61,5368
5,88,440
93,91,8463
87,10,870
564,24,13536
948,49,46452
68,59,4012
81,4,324
56,5,280
30,95,2850
57,60,3420
12,22,264
62,894,55428
96,53,5088
6,798,4788
12,24,288
49,100,4900
651,32,20832
40,100,4000
27,55,1485
41,43,1763
92,23,2116
51,91,4641
24,34,816
72,40,2880
73,26,1898
91,24,2184
5,24,120
99,61,6039
78,8,624
83,31,2573
72,27,1944
55,92,5060
90,92,8280
25,4,100
15,498,7470
849849,2,1699698
28,36,1008
43,27,1161
85,81,6885
3,9494,28482
53,87,4611
89,8,712
2,23,46
9,651,5859
84,31,2604
1,45,45
13,8,104
17,90,1530
11,82,902
96,46,4416
616,84,120b
-4845,-8445,40916025
79,12,948
84,21651,1818684
96,79,7584
86,86,7396
96,60,5760
40,42,1680
12,-5616,-67392
489,17,8313
548,2,1096
94,30,2820
83,41,3403
15,25,375
96,73,7008
17,100,1700
5,53,265
29,94,2726
38,11,418
70,71,4970
56,64,3584
11,36,396
18,20,360
60,65,3900
4,11,44
6,54,324
12,1,12
83,7,581
84,948,79632
59,25,1475
13,84,1092
31,9,279
231,498,115038
4,17,68
19,64,1216
35,71,2485
53,15,795
25,78,1950
15,6,90
23,98,2254
97,80,7760
64,62,3968
21,66,1386
94,66,6204
87,90,7830
4,24,96
6,34,204
47,35,1645
41,77,3157
36,81,2916
2,59,118
2,69,138
41,80,3280
54,78,4212
76,41,3116
29,13,377
79,57,4503
16,949,15184
82,30,2460
4,21,84
92,24,2208
46,2,92
15,101,1515
4,10,40
32,64,2048
70,52,3640
49,49,2401
18,32,576
49,97,4753
2,94,188
29,75,2175
18,85,1530
60,97,5820
27,56,1512
84,44,3696
73,12,876
98,81,7938
20,42,840
36,4,144
82,8,656
24,49,1176
98489,4,6d
4848,16,77568
94,47,4418
86,46,3956
42,70,2940
54,36,1944
100,18,1800
14,83,1162
85,27,2295
74,83,6142
#,28,#VALUE!
118,61,7198
85,40,3400
58,73,4234
5,28,140
50,17,850
48,949,45552
74,13,962
61,40,2440
83,63,5229
23,74987,1724701
69,43,2967
13,81,1053
36,63,2268
68,75,5100
21,41,861
54,92,4968
6,60,360
12,2,24
9818,4,39272
3,91,273
19,3,57
15,4984,74760
97,19,1843
97,5,485
73,54,3942
16,949,15184
17,16,272
95,10,950
32,79,2528
29,34,986
5,31,155
22,58,1276
4984,48,239232
14,17,238
19,30,570
97,42,4074
37,42,1554
5,59,295
34,49,1666
55,68,3740
100,70,7000
88,38,3344
50,29,1450
55,36,1980
49,32,1568
95,64,6080
4895,2,9790
489,498,243522
57,25,1425
49,29,1421
11,71,781
34,15,510
4,66,264
53,52,2756
64,83,5312
40,71,2840
86,53,4558
12,21,252
19,90,1710
34,73,2482
16,21,336
9,80,720
5415,651,3525165
93,47,4371
67,4561,305587
15,28,420
63,56,3528
6,949,5694
3,76,228
4,35,140
95,17,1615
80,12,960
61,51,3111
7,56,392
3,27,81
85,18,1530
86,84,7224
41,55,2255
96,35,3360
20,68,1360
29,83,2407
85,100,8500
57,54,3078
82,7,574
91,76,6916
614,181,111134
29,18,522
8,35,280
80,86,6880
14,10,140
41,6,246
4,90,360
78,81,6318
12,21,252
67,90,6030
47,49,2303
0,,0
84,32,2688
81,56,4536
47,42,1974
73,39,2847
95,57,5415
98,22,2156
55,13,715
74,100,7400
1641,12,19692
61,17,1037
31,25,775
83,56,4648
88,85,7480
98,78,7644
84,76,6384
27,38,1026
85,4,340
69,85,5865
489,514,251346
100,28,2800
38,57,2166
6,514,3084
55,0,0
11,84,924
7,15,105
44553,789,35152317
4894,894894,4379611236
83,79,6557
92,98,9016
1,87,87
48,22,1056
33,18,594
90,53,4770
42,85,3570
29,87,2523
80,4,320
80,63,5040
4,465,1860
15,71,1065
70,8,560
8,8948,71584
12,21,252
23,32,736
24,498,11952
4594,,0
82,19,1558
7,15,105
77,48,3696
89,489,43521
24,20,480
9494,5,47470
64,5,320
56,28,1568
71,86,6106
23,67,1541
27,47,1269
27,1,27
46,26,1196
25,26,650
50,94,4700
41,14,574
77,77,5929
27,24,648
53,48,2544
894894,4,3579576
82,61,5002
9,77,693
73,2,146
6,46,276
12,24,288
9,92,828
82,5,410
12,12,144
9,49,441
,2,0
61,43,2623
49,92,4508
16,29,464
21,1,21
29,43,1247
35,24,840
47,63,2961
89,13,1157
39,2,78
87,48,4176
64,69,4416
70,14,980
74,94,6956
75,100,7500
8754,55,481470
878,4,3512
89,8549,760861
11,86,946
77,72,5544
45,36,1620
12,81,972
45,5,225
16,61,976
17,79,1343
64,65,4160
91,88,8008
33,72,2376
64,3,192
60,23,1380
49,66,3234
24,27,648
29,10,290
97,97,9409
81,16,1296
3,50,150
23,74,1702
49,8789,430661
99,57,5643
51,21,1071
9,321,2889
22,15,330
4,89,356
55,26,1430
2,17,34
91,34,3094
21,114,2394
798,27,21546
49,43,2107
62,69,4278
88,28,2464
4,49,196
99,6,594
81,9,729
15,,0
4,165,660
91,66,6006
75,27,2025
5,28,140
54,71,3834
61,20,1220
88,64,5632
22,46,1012
8494,564,4790616
100,39,3900
3,515,1545
68,24,1632
29,97,2813
9,101,909
92,70,6440
71,90,6390
60,52,3120
7,3,21
9494,489,4642566
39,47,1833
11,93,1023
-8445,19,-160455
25,321,8025
67,24,1608
31,92,2852
92,31,2852
32,42,1344
11,67,737
25,1,25
58,74,4292
69,61,4209
62,92,5704
34,28,952
93,33,3069
79,13,1027
894,12,10728
12,48,576
25,19,475
684,61,41724
80,79,6320
8519684,-1,-8519684
57,96,5472
29,25,725
51,54,2754
56,18,1008
44,48,2112
24,16,384
23,1,23
60,70,4200
77,46,3542
12,83,996
87,1,87
14,20,280
53,93,4929
63,11,693
80,21,1680
6,94,564
75,48,3600
4,76,304
39,45,1755
85,72,6120
77,14,1078
37,26,962
25,81,2025
79,652,51508
4,9,36
74,75,5550
78,60,4680
97,91,8827
64,63,4032
85,99,8415
7,71,497
96,14,1344
75,13,975
71,26,1846
86,65,5590
23,98,2254
23,60,1380
12,42,504
96,22,2112
94,64894,6100036
36,97,3492
38,50,1900
49,2,98
66,44,2904
11,65,715
33,30,990
73,9,657
63,20,1260
73,7,511
6,1145,6870a
52,17,884
45,20,900
67,54,3618
31,27,837
84,34,2856
5,55,275
32,47,1504
15,91,1365
5,18,90
45,100,4500
31,88,2728
12,56464,677568
8,4,32
94,21,1974
93,63,5859
72,26,1872
27,9,243
51,11,561
12,24,288
91,54,4914
38,41,1558
91,92,8372
46,32,1472
3,4,12
51,31,1581
99,32,3168
28,29,812
34,65,2210
494,798,394212
19,9494,180386
46858,25,1171450
20,81,1620
20,85,1700
15,80,1200
37,68,2516
17,28,476
84,38,3192
-21,-4984,104664
51,9,459
56,76,4256
14,515,7210
655,56,36680
1,17,17
79,17,1343
27,70,1890
17,24,408
72,6,432
13,91,1183
6,3,18
11,2,22
252,1561,393372
34,52,1768
74,37,2738
74,12,888
21,99,2079
93,23,2139
74,47,3478
38,96,3648
41,99,4059
69,4,276
71,19,1349
10,3,30
82,68,5576
561,13,7293
25,984,24600
33,35,1155
39,40,1560
36,36,1296
8,59,472
99,74,7326
25,44,1100
92,65,5980
49,15,735
45,29,1305
82,73,5986
37,36,1332
71,20,1420
5156,24,123744
11,47,517
51,17,867
2,25,50
9,65465,589185
84,17,1428
54,31,1674
68,70,4760
80,98,7840
60,50,3000
46,46,2116
29,90,2610
98,86,8428
30,49,1470
31,97,3007
43,9,387
47,89,4183
859,467,401153
32,13,416
1,17,17
89,74,6586
7,77,539
32,28,896
12,59,708
25,28,700
48,100,4800
77,44,3388
11,23,253
81,82,6642
29,30,870
5,38,190
5,498,2490
24,8,192
4,31,124
32,86,2752
6,18,108
40,2,80
18,51,918
5,49874,249370
72,79,5688
46,89,4094
1,36,36
18,13,234
15,96,1440
20,74,1480
91,87,7917
46,7,322
12,20,240
22,4894,107668
71,68,4828
76,33,2508
39,61,2379
65,9,585
38,100,3800
49,76,3724
31,100,3100
64,80,5120
100,82,8200
38,40,1520
73,1,73
14,89,1246
72,73,5256
16,32,512
91,32,2912
39,55,2145
4,,0
84,29,2436
3,33,99
15,6546,98190
16,78,1248
35,3,105
69,99,6831
18,17,306
48,60,2880
81,88,7128
55,39,2145
53,86,4558
161,17,2737
71,35,2485
13,22,286
91,13,1183
84,984,82656
73,16,1168
58,24,1392
3,0,0
67,25,1675
41,98,4018
3,78,234
72,32,2304
69,74,5106
19,35,665
15,3,45
25,24,600
48,98,4704
68165,516,35173140
96,51,4896
25,16,400
29,56,1624
35,59,2065
42,4,168
11,37,407
17,68,1156
78,75,5850
94,25,2350
40,99,3960
41,49,2009
148494,10,1484940
29,48,1392
68,19,1292
79,7,553
16,26,416e
51,34,1734
10,32,320
19,4894,92986
93,78,7254
94,31,2914
73,3,219
894,20,17880
95,21,1995
17,43,731
93,92,8556
39,29,1131
8,84,672
11,17,187
44,8,352
53,74,3922
849,89,75561
82,87,7134
69,75,5175
89,181,16109
20,83,1660
43,77,3311
43,68,2924
59,48,2832
654,65,42510
-195616,-3,586848
70,95,6650
52,797,41444
17,63,1071
0,9,0
39,85,3315
26,72,1872
2,83,166
46,73,3358
894,24,21456
81,7,567
561,494,277134
949,21,19929
76,59,4484
48,50,2400
30,91,2730
22,79,1738
42,71,2982
40,61,2440
30,1,30
7,34,238
17,94,1598
92,87,8004
19,23,437
79,30,2370
222,2,444
44,42,1848
55,28,1540
6,78,468
37,78,2886
62,96,5952
14,27,378
561,8494,4765134
45,34,1530
81,70,5670
55,8,440
20,22,440
79,82,6478
79,34,2686
5,20,100
40,73,2920
98,6,588
56,21,1176
564,17,9588
2,89,178
50,12,600
87,88,7656
65,47,3055
5,43,215
93,70,6510
26,4,104
3,35,105
24,27,648
31,49,1519
86,63,5418
64,1,64
23,7,161
79,62,4898
84,35,2940
80,84,6720
11,34,374
18,69,1242
9,56465456,508189104
32,75,2400
99,12,1188
12894,454,5853876
2,1,2
19,88,1672
165,272,44880
654,1212,792648
45,35,1575
85,91,7735
98498,4,393992
17,1212,20604
3825,-21,-80325
71,47,3337
34,89,3026
24,494,11856
71,9,639
65,35,2275
60,45,2700
56,6,336
35,78,2730
62,32,1984
6,68,408
95,63,5985
18,8,144
17,7,119
12,27,324
86,73,6278
92,85,7820
87,53,4611
99,42,4158
58,64,3712
11,45,495
73,65,4745
22,60,1320
3,8667,26001
35,47,1645
4,32023,0c
4,45,180
43,78,3354
65,548,35620
69,78,5382
63,6,378
15,25,375
12,71,852
44,53,2332
56,61,3416
68,31,2108
56,50,2800
94,50,4700
70,7,490
65,39,2535
88,70,6160
75,37,2775
24,100,2400
83,87,7221
31,31,961
165,21,3465
63,68,4284
2,1515,3030
99,46,4554
81,44,3564
32,72,2304
2,1515,3030
22,52,1144
165,24,3960
84,52,4368
84,75,6300
40,15,600
1320,798,1053360
2,22,44
41,100,4100
36,90,3240
18,5,90
37,60,2220
49,69,3381
12,89,1068
58,83,4814
22,93,2046
42,89,3738
63,7,441
16,88,1408
84,45,3780
34,100,3400
81,33,2673
22,64,1408
21,20,420
48,19,912
75,-1,-75
6574,24,157776
77,67,5159
5,4,20
83,73,6059
5,95,475
46,10,460
25,47,1175
80,89,7120
41,51,2091
14,50,700
42,25,1050
82,91,7462
19,39,741
52,94,4888
100,36,3600
87,28,2436
19,5,95
14,12,168
165,1,165
69,70,4830
515,894,460410
13,19,247
11,30,330
50,41,2050
97,88,8536
14,494,6916
41,45,1845
98,68,6664
14,51,714
265,84848,22484720
94,81,7614
57,46,2622
91,3,273
28,76,2128
19,27,513
55,-89,-4895
74,77,5698
26,3,78
7,25,175
3,99,297
90,2,180
92,83,7636
43,16,688
37,65,2405
68,38,2584
222,2,444
20,63,1260
20,32,640
9849,42,413658
10,38,380
21,214,4494
12,489,5868
94,92,8648
48,894,42912
29,47,1363
86,16,1376
58,26,1508
79,59,4661
41,23,943
84,99,8316
9,84,756
45,46,2070
45,2,90
2,2,4
82,97,7954
66,67,4422
27,4,108
46,27,1242
865,1,865
2,26,52
9,33,297
57,67,3819
52,65,3380
18,20,360
82,20,1640
67,76,5092
37,7,259
59,26,1534
93,36,3348
80,47,3760
96,38,3648
9494,654,6209076
59,4,236
76,97,7372
91,20,1820
3,32,96
26,85,2210
10,66,660
75,95,7125
13,39,507
46,82,3772
9,14,126
8,72,576
24,95,2280
49,61,2989
23,46,1058
26,91,2366
86,49,4214
12,12,144
20,11,220
9,59,531
67,19,1273
7498,615,4611270
88,97,8536
37,92,3404
70,82,5740
465,84848,39454320
19,6556,124564
86,97,8342
32,62,1984
60,46,2760
28,37,1036
54,86,4644
84848,16,1357568
82,38,3116
15,70,1050
64,99,6336
61,66,4026
79,67,5293
67,82,5494
500,4894,2447000
88,81,7128
38,64,2432
43,49,2107
84,2,168
5,484,2420
36,24,864
28,40,1120
72,21,1512
14,11,154
69,8,552
43,80,3440
67,86,5762
34,43,1462
4865,97494,474308310
35,76,2660
74,16,1184
81,10,810
82,10,820
45,955,42975
82,69,5658
21,47,987
97,15,1455
91,96,8736
85,7,595
24,949,22776
42,12,504
4,65,260
65,4984,323960
12,8,96
1,6,6
50,89,4450
74,45,3330
39,63,2457
984,9,8856
66,21,1386
10,29,290
3,2,6
43,63,2709
6,31,186
7,15654,109578
21,96,2016
47,64,3008
79,100,7900
85,42,3570
30,12,360
49,28,1372
61,63,3843
12,21,252
96,68,6528
5,0,0
4894,65,318110
29,8,232
52,67,3484
58,91,5278
98,23,2254
21,36,756
88,26,2288
9849,24,236376
52,70,3640
17,11,187
97,86,8342
97,36,3492
89,1851,164739
14,24,336
95,15,1425
37,58,2146
49,46,2254
40,38,1520
39,25,975
11,1,11
39,86,3354
61,42,2562
489,4,1956
18,28,504
22,74,1628
21,81,1701
-16,-21,336
12,25,300
26,50,1300
65,4654,302510
78,11,858
894,894,799236
8,13,104
17,36,612
68,66,4488
44,68,2992
34,16,544
32,52,1664
7,1,7
84,12,1008
5,24,120
7,28,196
88,87,7656
11,5,55
15,24,408b
71,33,2343
79,25,1975
28,78,2184
63,17,1071
35,73,2555
29,61,1769
61,22,1342
78,52,4056
14,54,756
51,32,1632
36,14,504
89,98,8722
498,24,11952
92,66,6072
17,39,663
92,82,7544
49,51,2499
148494,51515,7649668410
25,84,2100
39,30,1170
56,75,4200
76,6,456
451,987,445137
29,45,1305
45,174,7830
23,465,667b
27,60,1620
25,55,1375
41,65,2665
43,2,86
94,92,8648
45,19,855
50,55,2750
83,26,2158
949,8585,8147165
92,8,736
89,24,2136
76,88,6688
7,21,147
47,65,3055
-8417,17,-143089
498,4894,2437212
80,52,4160
9,73,657
44,14,616
8,22,176
6556,12,78672
-56545,14,-791630
24,1,24
2,10,20
36,68,2448
28,13,364
10,3,30
72,16,1152
52,78,4056
3,53,159
2,86,172
100,77,7700
30,61,1830
489,948,463572
51,9494,484194
74,51,3774
549684,12,6596208
62,90,5580
20,47,940
5165,8,41320
97,87,8439
849,4981,4228869
94,27,2538
-843,-8417,7095531
3,79,237
98,43,4214
7,15,105
77,16,1232
4,3,12
949,8,7592
76,75,5700
489,0,0
63,94,5922
42,98,4116
51,67,3417
46,38,1748
82,71,5822
16,1,16
46,42,1932
59,66,3894
49,55,2695
82,18,1476
96,99,9504
25,59,1475
61,10,610
39,81,3159
18,52,936
6,515,3090
3,13,39
28,54,1512
76,36,2736
57,13,741
3,95,285
4,9494,37976
38,52,1976
23,21,483
4,5,20
97,16,1552
50,9,450
61,5,305
100,76,7600
78,86,6708
82,55,4510
16,94,1504
14,55,770
12,21,252
29,74,2146
66,78,5148
9,46,414
18,70,1260
64,51,3264
14,52,728
39,3,117
26,58,1508
53,11,583
92,18,1656
615,52,31980
89,42,3738
83,85,7055
-59,489,-28851
89,28,2492
13,92,1196
19,32,608
984,9,8856
985,984,969240
19,10,190
99,5,495
49,897,43953
83,34,2822
54,4,216
90,74,6660
11,58,638
65,96,6240
24,98,2352
489,0,0
91,42,3822
68,47,3196
83,42,3486
31,56,1736
32,54,1728
14,58,812
6,5415,32490
14,24,336
68,33,2244
1,29,29
43,59,2537
72,7,504
41,17,697
92,41,3772
498,98,48804
15,7,105
88,74,6512
23,82,1886
224,4654,1042496
87,94,8178
61,67,4087
57,74,4218
98,35,3430
6,1,6
85,20,1700
10,20,200
24,93,2232
35,75,2625
50,79,3950
51,14,714
15,21,315
16,95,1520
100,87,8700
79,65,5135
36,53,1908
27,18,486
12,61,732
0,985,0
56,39,2184
0,9879,0
56,84,4704
8667,91589,793801863
83,70,5810
52,97,5044
12,25,300
65,20,1300
35,5,175
40,57,2280
14,321,4494
1,22,22
69,45,3105
56,84,4704
85,48,4080
12,41,492
62,98,6076
84,23,1932
57,59,3363
32,46,1472
87,33,2871
14,212,2968
